SNo,Date,Province/State,Country,Recovered
33745,06/02/2020,Rio de Janeiro,Brazil,0.0
33748,06/02/2020,Rondonia,Brazil,0.0
33749,06/02/2020,Roraima,Brazil,0.0
33766,06/02/2020,Santa Catarina,Brazil,0.0
33768,06/02/2020,Sao Paulo,Brazil,0.0
33773,06/02/2020,Sergipe,Brazil,0.0
33810,06/02/2020,Tocantins,Brazil,0.0
33829,06/02/2020,Unknown,Brazil,223638.0
33394,06/02/2020,Alberta,Canada,6537.0
33444,06/02/2020,British Columbia,Canada,2229.0
33521,06/02/2020,Grand Princess,Canada,13.0
33625,06/02/2020,Manitoba,Canada,278.0
33670,06/02/2020,New Brunswick,Canada,120.0
33677,06/02/2020,Newfoundland and Labrador,Canada,256.0
33689,06/02/2020,Northwest Territories,Canada,5.0
33690,06/02/2020,Nova Scotia,Canada,992.0
33704,06/02/2020,Ontario,Canada,22852.0
33726,06/02/2020,Prince Edward Island,Canada,27.0
33734,06/02/2020,Quebec,Canada,16803.0
33771,06/02/2020,Saskatchewan,Canada,602.0
33867,06/02/2020,Yukon,Canada,11.0
33407,06/02/2020,Antofagasta,Chile,0.0
33412,06/02/2020,Araucania,Chile,0.0
33414,06/02/2020,Arica y Parinacota,Chile,0.0
33421,06/02/2020,Atacama,Chile,0.0
33425,06/02/2020,Aysen,Chile,0.0
33438,06/02/2020,Biobio,Chile,0.0
33487,06/02/2020,Coquimbo,Chile,0.0
33613,06/02/2020,Los Lagos,Chile,0.0
33614,06/02/2020,Los Rios,Chile,0.0
33622,06/02/2020,Magallanes,Chile,0.0
33634,06/02/2020,Maule,Chile,0.0
33639,06/02/2020,Metropolitana,Chile,0.0
33693,06/02/2020,Nuble,Chile,0.0
33695,06/02/2020,OHiggins,Chile,0.0
33800,06/02/2020,Tarapaca,Chile,0.0
33830,06/02/2020,Unknown,Chile,21325.0
33839,06/02/2020,Valparaiso,Chile,0.0
33399,06/02/2020,Amazonas,Colombia,316.0
33406,06/02/2020,Antioquia,Colombia,491.0
33411,06/02/2020,Arauca,Colombia,1.0
33422,06/02/2020,Atlantico,Colombia,825.0
33439,06/02/2020,Bolivar,Colombia,611.0
33441,06/02/2020,Boyaca,Colombia,90.0
33451,06/02/2020,Caldas,Colombia,97.0
33458,06/02/2020,Capital District,Colombia,3715.0
33459,06/02/2020,Caqueta,Colombia,16.0
33460,06/02/2020,Casanare,Colombia,24.0
33464,06/02/2020,Cauca,Colombia,47.0
33467,06/02/2020,Cesar,Colombia,60.0
33478,06/02/2020,Choco,Colombia,31.0
33488,06/02/2020,Cordoba,Colombia,46.0
33490,06/02/2020,Cundinamarca,Colombia,300.0
33525,06/02/2020,Guainia,Colombia,0.0
33547,06/02/2020,Huila,Colombia,189.0
33601,06/02/2020,La Guajira,Colombia,26.0
33623,06/02/2020,Magdalena,Colombia,262.0
33638,06/02/2020,Meta,Colombia,600.0
33664,06/02/2020,Narino,Colombia,199.0
33683,06/02/2020,Norte de Santander,Colombia,91.0
33732,06/02/2020,Putumayo,Colombia,1.0
33737,06/02/2020,Quindio,Colombia,78.0
33746,06/02/2020,Risaralda,Colombia,224.0
33763,06/02/2020,San Andres y Providencia,Colombia,15.0
33767,06/02/2020,Santander,Colombia,43.0
33793,06/02/2020,Sucre,Colombia,4.0
33814,06/02/2020,Tolima,Colombia,139.0
33831,06/02/2020,Unknown,Colombia,0.0
33838,06/02/2020,Valle del Cauca,Colombia,1148.0
33840,06/02/2020,Vaupes,Colombia,0.0
33844,06/02/2020,Vichada,Colombia,0.0
33506,06/02/2020,Faroe Islands,Denmark,187.0
33523,06/02/2020,Greenland,Denmark,11.0
33508,06/02/2020,French Guiana,France,207.0
33509,06/02/2020,French Polynesia,France,60.0
33524,06/02/2020,Guadeloupe,France,138.0
33629,06/02/2020,Martinique,France,98.0
33635,06/02/2020,Mayotte,France,1473.0
33671,06/02/2020,New Caledonia,France,18.0
33740,06/02/2020,Reunion,France,411.0
33756,06/02/2020,Saint Barthelemy,France,6.0
33758,06/02/2020,Saint Pierre and Miquelon,France,1.0
33791,06/02/2020,St Martin,France,33.0
33426,06/02/2020,Baden-Wurttemberg,Germany,32100.0
33433,06/02/2020,Bayern,Germany,43140.0
33436,06/02/2020,Berlin,Germany,6358.0
33442,06/02/2020,Brandenburg,Germany,3010.0
33443,06/02/2020,Bremen,Germany,1200.0
33534,06/02/2020,Hamburg,Germany,4800.0
33539,06/02/2020,Hessen,Germany,9000.0
33636,06/02/2020,Mecklenburg-Vorpommern,Germany,722.0
33678,06/02/2020,Niedersachsen,Germany,10700.0
33682,06/02/2020,Nordrhein-Westfalen,Germany,34800.0
33741,06/02/2020,Rheinland-Pfalz,Germany,6246.0
33752,06/02/2020,Saarland,Germany,2499.0
33753,06/02/2020,Sachsen,Germany,4900.0
33754,06/02/2020,Sachsen-Anhalt,Germany,1604.0
33772,06/02/2020,Schleswig-Holstein,Germany,2900.0
33806,06/02/2020,Thuringen,Germany,2630.0
33832,06/02/2020,Unknown,Germany,0.0
33543,06/02/2020,Hong Kong,Hong Kong,1038.0
33385,06/02/2020,Abruzzo,Italy,2093.0
33432,06/02/2020,Basilicata,Italy,348.0
33450,06/02/2020,Calabria,Italy,949.0
33454,06/02/2020,Campania,Italy,3504.0
33502,06/02/2020,Emilia-Romagna,Italy,20780.0
33510,06/02/2020,Friuli Venezia Giulia,Italy,2696.0
33605,06/02/2020,Lazio,Italy,4155.0
33608,06/02/2020,Liguria,Italy,7720.0
33611,06/02/2020,Lombardia,Italy,52807.0
33627,06/02/2020,Marche,Italy,4421.0
33650,06/02/2020,Molise,Italy,281.0
33709,06/02/2020,P.A. Bolzano,Italy,2187.0
33710,06/02/2020,P.A. Trento,Italy,3686.0
33721,06/02/2020,Piemonte,Italy,22003.0
33730,06/02/2020,Puglia,Italy,2939.0
33770,06/02/2020,Sardegna,Italy,1071.0
33783,06/02/2020,Sicilia,Italy,2206.0
33816,06/02/2020,Toscana,Italy,8053.0
33828,06/02/2020,Umbria,Italy,1324.0
33837,06/02/2020,Valle d'Aosta,Italy,1031.0
33841,06/02/2020,Veneto,Italy,15838.0
33389,06/02/2020,Aichi,Japan,457.0
33390,06/02/2020,Akita,Japan,16.0
33408,06/02/2020,Aomori,Japan,26.0
33476,06/02/2020,Chiba,Japan,827.0
33501,06/02/2020,Ehime,Japan,56.0
33512,06/02/2020,Fukui,Japan,112.0
33513,06/02/2020,Fukuoka,Japan,626.0
33514,06/02/2020,Fukushima,Japan,75.0
33519,06/02/2020,Gifu,Japan,141.0
33532,06/02/2020,Gunma,Japan,122.0
33541,06/02/2020,Hiroshima,Japan,158.0
33542,06/02/2020,Hokkaido,Japan,812.0
33549,06/02/2020,Hyogo,Japan,632.0
33550,06/02/2020,Ibaraki,Japan,151.0
33559,06/02/2020,Ishikawa,Japan,227.0
33570,06/02/2020,Kagawa,Japan,28.0
33571,06/02/2020,Kagoshima,Japan,10.0
33576,06/02/2020,Kanagawa,Japan,1104.0
33592,06/02/2020,Kochi,Japan,71.0
33597,06/02/2020,Kumamoto,Japan,42.0
33600,06/02/2020,Kyoto,Japan,325.0
33643,06/02/2020,Mie,Japan,44.0
33648,06/02/2020,Miyagi,Japan,87.0
33649,06/02/2020,Miyazaki,Japan,17.0
33661,06/02/2020,Nagano,Japan,69.0
33662,06/02/2020,Nagasaki,Japan,16.0
33663,06/02/2020,Nara,Japan,88.0
33679,06/02/2020,Niigata,Japan,81.0
33699,06/02/2020,Oita,Japan,58.0
33700,06/02/2020,Okayama,Japan,25.0
33701,06/02/2020,Okinawa,Japan,137.0
33708,06/02/2020,Osaka,Japan,1602.0
33724,06/02/2020,Port Quarantine,Japan,154.0
33755,06/02/2020,Saga,Japan,45.0
33759,06/02/2020,Saitama,Japan,905.0
33779,06/02/2020,Shiga,Japan,91.0
33780,06/02/2020,Shimane,Japan,22.0
33781,06/02/2020,Shizuoka,Japan,73.0
33811,06/02/2020,Tochigi,Japan,49.0
33812,06/02/2020,Tokushima,Japan,4.0
33813,06/02/2020,Tokyo,Japan,4586.0
33817,06/02/2020,Tottori,Japan,3.0
33818,06/02/2020,Toyama,Japan,193.0
33833,06/02/2020,Unknown,Japan,0.0
33854,06/02/2020,Wakayama,Japan,57.0
33861,06/02/2020,Yamagata,Japan,66.0
33862,06/02/2020,Yamaguchi,Japan,36.0
33864,06/02/2020,Yamanashi,Japan,59.0
33618,06/02/2020,Macau,Macau,45.0
33405,06/02/2020,Anhui,Mainland China,985.0
33434,06/02/2020,Beijing,Mainland China,581.0
33479,06/02/2020,Chongqing,Mainland China,573.0
33511,06/02/2020,Fujian,Mainland China,356.0
33516,06/02/2020,Gansu,Mainland China,137.0
33528,06/02/2020,Guangdong,Mainland China,1583.0
33529,06/02/2020,Guangxi,Mainland China,252.0
33531,06/02/2020,Guizhou,Mainland China,145.0
33533,06/02/2020,Hainan,Mainland China,163.0
33536,06/02/2020,Hebei,Mainland China,322.0
33537,06/02/2020,Heilongjiang,Mainland China,932.0
33538,06/02/2020,Henan,Mainland China,1254.0
33546,06/02/2020,Hubei,Mainland China,63620.0
33548,06/02/2020,Hunan,Mainland China,1015.0
33556,06/02/2020,Inner Mongolia,Mainland China,209.0
33565,06/02/2020,Jiangsu,Mainland China,653.0
33566,06/02/2020,Jiangxi,Mainland China,936.0
33567,06/02/2020,Jilin,Mainland China,147.0
33607,06/02/2020,Liaoning,Mainland China,147.0
33680,06/02/2020,Ningxia,Mainland China,75.0
33733,06/02/2020,Qinghai,Mainland China,18.0
33775,06/02/2020,Shaanxi,Mainland China,305.0
33776,06/02/2020,Shandong,Mainland China,780.0
33777,06/02/2020,Shanghai,Mainland China,661.0
33778,06/02/2020,Shanxi,Mainland China,198.0
33782,06/02/2020,Sichuan,Mainland China,558.0
33807,06/02/2020,Tianjin,Mainland China,188.0
33808,06/02/2020,Tibet,Mainland China,1.0
33860,06/02/2020,Xinjiang,Mainland China,73.0
33868,06/02/2020,Yunnan,Mainland China,183.0
33873,06/02/2020,Zhejiang,Mainland China,1267.0
33388,06/02/2020,Aguascalientes,Mexico,616.0
33428,06/02/2020,Baja California,Mexico,3830.0
33429,06/02/2020,Baja California Sur,Mexico,529.0
33455,06/02/2020,Campeche,Mexico,398.0
33475,06/02/2020,Chiapas,Mexico,1198.0
33477,06/02/2020,Chihuahua,Mexico,1239.0
33482,06/02/2020,Ciudad de Mexico,Mexico,19750.0
33483,06/02/2020,Coahuila,Mexico,860.0
33484,06/02/2020,Colima,Mexico,94.0
33500,06/02/2020,Durango,Mexico,221.0
33527,06/02/2020,Guanajuato,Mexico,1052.0
33530,06/02/2020,Guerrero,Mexico,1503.0
33540,06/02/2020,Hidalgo,Mexico,1105.0
33563,06/02/2020,Jalisco,Mexico,1116.0
33640,06/02/2020,Mexico,Mexico,12585.0
33642,06/02/2020,Michoacan,Mexico,1455.0
33655,06/02/2020,Morelos,Mexico,943.0
33666,06/02/2020,Nayarit,Mexico,392.0
33694,06/02/2020,Nuevo Leon,Mexico,1122.0
33696,06/02/2020,Oaxaca,Mexico,1068.0
33728,06/02/2020,Puebla,Mexico,2144.0
33736,06/02/2020,Queretaro,Mexico,625.0
33738,06/02/2020,Quintana Roo,Mexico,1325.0
33764,06/02/2020,San Luis Potosi,Mexico,644.0
33784,06/02/2020,Sinaloa,Mexico,2560.0
33787,06/02/2020,Sonora,Mexico,1741.0
33796,06/02/2020,Tabasco,Mexico,3060.0
33798,06/02/2020,Tamaulipas,Mexico,1276.0
33809,06/02/2020,Tlaxcala,Mexico,754.0
33842,06/02/2020,Veracruz,Mexico,3000.0
33866,06/02/2020,Yucatan,Mexico,1335.0
33870,06/02/2020,Zacatecas,Mexico,209.0
33418,06/02/2020,Aruba,Netherlands,98.0
33440,06/02/2020,"Bonaire, Sint Eustatius and Saba",Netherlands,7.0
33491,06/02/2020,Curacao,Netherlands,15.0
33785,06/02/2020,Sint Maarten,Netherlands,60.0
33400,06/02/2020,Amazonas,Peru,0.0
33402,06/02/2020,Ancash,Peru,0.0
33409,06/02/2020,Apurimac,Peru,0.0
33413,06/02/2020,Arequipa,Peru,0.0
33424,06/02/2020,Ayacucho,Peru,0.0
33449,06/02/2020,Cajamarca,Peru,0.0
33453,06/02/2020,Callao,Peru,0.0
33492,06/02/2020,Cusco,Peru,0.0
33544,06/02/2020,Huancavelica,Peru,0.0
33545,06/02/2020,Huanuco,Peru,0.0
33551,06/02/2020,Ica,Peru,0.0
33568,06/02/2020,Junin,Peru,0.0
33602,06/02/2020,La Libertad,Peru,0.0
33604,06/02/2020,Lambayeque,Peru,0.0
33609,06/02/2020,Lima,Peru,0.0
33612,06/02/2020,Loreto,Peru,0.0
33619,06/02/2020,Madre de Dios,Peru,0.0
33653,06/02/2020,Moquegua,Peru,0.0
33715,06/02/2020,Pasco,Peru,0.0
33722,06/02/2020,Piura,Peru,0.0
33731,06/02/2020,Puno,Peru,0.0
33765,06/02/2020,San Martin,Peru,0.0
33797,06/02/2020,Tacna,Peru,0.0
33820,06/02/2020,Tumbes,Peru,0.0
33825,06/02/2020,Ucayali,Peru,0.0
33834,06/02/2020,Unknown,Peru,69257.0
33387,06/02/2020,Adygea Republic,Russia,413.0
33395,06/02/2020,Altai Krai,Russia,833.0
33396,06/02/2020,Altai Republic,Russia,80.0
33401,06/02/2020,Amur Oblast,Russia,188.0
33417,06/02/2020,Arkhangelsk Oblast,Russia,659.0
33419,06/02/2020,Astrakhan Oblast,Russia,1014.0
33431,06/02/2020,Bashkortostan Republic,Russia,1138.0
33435,06/02/2020,Belgorod Oblast,Russia,999.0
33446,06/02/2020,Bryansk Oblast,Russia,2422.0
33447,06/02/2020,Buryatia Republic,Russia,874.0
33470,06/02/2020,Chechen Republic,Russia,847.0
33471,06/02/2020,Chelyabinsk Oblast,Russia,1336.0
33480,06/02/2020,Chukotka Autonomous Okrug,Russia,56.0
33481,06/02/2020,Chuvashia Republic,Russia,1319.0
33493,06/02/2020,Dagestan Republic,Russia,4457.0
33555,06/02/2020,Ingushetia Republic,Russia,906.0
33558,06/02/2020,Irkutsk Oblast,Russia,405.0
33562,06/02/2020,Ivanovo Oblast,Russia,864.0
33564,06/02/2020,Jewish Autonomous Okrug,Russia,211.0
33569,06/02/2020,Kabardino-Balkarian Republic,Russia,1272.0
33572,06/02/2020,Kaliningrad Oblast,Russia,670.0
33573,06/02/2020,Kalmykia Republic,Russia,518.0
33574,06/02/2020,Kaluga Oblast,Russia,1614.0
33575,06/02/2020,Kamchatka Krai,Russia,269.0
33578,06/02/2020,Karachay-Cherkess Republic,Russia,340.0
33579,06/02/2020,Karelia Republic,Russia,191.0
33580,06/02/2020,Kemerovo Oblast,Russia,259.0
33582,06/02/2020,Khabarovsk Krai,Russia,1083.0
33583,06/02/2020,Khakassia Republic,Russia,585.0
33584,06/02/2020,Khanty-Mansi Autonomous Okrug,Russia,870.0
33590,06/02/2020,Kirov Oblast,Russia,981.0
33593,06/02/2020,Komi Republic,Russia,748.0
33594,06/02/2020,Kostroma Oblast,Russia,420.0
33595,06/02/2020,Krasnodar Krai,Russia,2842.0
33596,06/02/2020,Krasnoyarsk Krai,Russia,1259.0
33598,06/02/2020,Kurgan Oblast,Russia,134.0
33599,06/02/2020,Kursk Oblast,Russia,1452.0
33606,06/02/2020,Leningrad Oblast,Russia,1674.0
33610,06/02/2020,Lipetsk Oblast,Russia,742.0
33621,06/02/2020,Magadan Oblast,Russia,199.0
33628,06/02/2020,Mari El Republic,Russia,1445.0
33654,06/02/2020,Mordovia Republic,Russia,898.0
33656,06/02/2020,Moscow,Russia,88269.0
33657,06/02/2020,Moscow Oblast,Russia,8809.0
33659,06/02/2020,Murmansk Oblast,Russia,2192.0
33668,06/02/2020,Nenets Autonomous Okrug,Russia,15.0
33681,06/02/2020,Nizhny Novgorod Oblast,Russia,3980.0
33686,06/02/2020,North Ossetia - Alania Republic,Russia,2070.0
33691,06/02/2020,Novgorod Oblast,Russia,391.0
33692,06/02/2020,Novosibirsk Oblast,Russia,1214.0
33703,06/02/2020,Omsk Oblast,Russia,386.0
33706,06/02/2020,Orel Oblast,Russia,1231.0
33707,06/02/2020,Orenburg Oblast,Russia,1196.0
33717,06/02/2020,Penza Oblast,Russia,1966.0
33718,06/02/2020,Perm Krai,Russia,1147.0
33725,06/02/2020,Primorsky Krai,Russia,1160.0
33727,06/02/2020,Pskov Oblast,Russia,359.0
33750,06/02/2020,Rostov Oblast,Russia,1834.0
33751,06/02/2020,Ryazan Oblast,Russia,1075.0
33757,06/02/2020,Saint Petersburg,Russia,6008.0
33760,06/02/2020,Sakha (Yakutiya) Republic,Russia,943.0
33761,06/02/2020,Sakhalin Oblast,Russia,54.0
33762,06/02/2020,Samara Oblast,Russia,1072.0
33769,06/02/2020,Saratov Oblast,Russia,1206.0
33786,06/02/2020,Smolensk Oblast,Russia,821.0
33792,06/02/2020,Stavropol Krai,Russia,1174.0
33795,06/02/2020,Sverdlovsk Oblast,Russia,2510.0
33799,06/02/2020,Tambov Oblast,Russia,1221.0
33802,06/02/2020,Tatarstan Republic,Russia,2814.0
33815,06/02/2020,Tomsk Oblast,Russia,340.0
33819,06/02/2020,Tula Oblast,Russia,1921.0
33822,06/02/2020,Tver Oblast,Russia,1147.0
33823,06/02/2020,Tyumen Oblast,Russia,869.0
33824,06/02/2020,Tyva Republic,Russia,174.0
33826,06/02/2020,Udmurt Republic,Russia,425.0
33827,06/02/2020,Ulyanovsk Oblast,Russia,743.0
33849,06/02/2020,Vladimir Oblast,Russia,839.0
33850,06/02/2020,Volgograd Oblast,Russia,1097.0
33851,06/02/2020,Vologda Oblast,Russia,380.0
33853,06/02/2020,Voronezh Oblast,Russia,1499.0
33863,06/02/2020,Yamalo-Nenets Autonomous Okrug,Russia,1163.0
33865,06/02/2020,Yaroslavl Oblast,Russia,826.0
33869,06/02/2020,Zabaykalsky Krai,Russia,576.0
33403,06/02/2020,Andalusia,Spain,10671.0
33410,06/02/2020,Aragon,Spain,3772.0
33420,06/02/2020,Asturias,Spain,1063.0
33430,06/02/2020,Baleares,Spain,1533.0
33448,06/02/2020,C. Valenciana,Spain,9970.0
33456,06/02/2020,Canarias,Spain,1537.0
33457,06/02/2020,Cantabria,Spain,2287.0
33461,06/02/2020,Castilla - La Mancha,Spain,6392.0
33462,06/02/2020,Castilla y Leon,Spain,8716.0
33463,06/02/2020,Catalonia,Spain,26203.0
33468,06/02/2020,Ceuta,Spain,163.0
33504,06/02/2020,Extremadura,Spain,2652.0
33515,06/02/2020,Galicia,Spain,9204.0
33603,06/02/2020,La Rioja,Spain,3107.0
33620,06/02/2020,Madrid,Spain,40736.0
33637,06/02/2020,Melilla,Spain,125.0
33658,06/02/2020,Murcia,Spain,2180.0
33665,06/02/2020,Navarra,Spain,3905.0
33711,06/02/2020,Pais Vasco,Spain,16160.0
33835,06/02/2020,Unknown,Spain,0.0
33404,06/02/2020,Anguilla,UK,3.0
33437,06/02/2020,Bermuda,UK,113.0
33445,06/02/2020,British Virgin Islands,UK,7.0
33465,06/02/2020,Cayman Islands,UK,77.0
33469,06/02/2020,Channel Islands,UK,528.0
33505,06/02/2020,Falkland Islands (Malvinas),UK,13.0
33518,06/02/2020,Gibraltar,UK,151.0
33560,06/02/2020,Isle of Man,UK,311.0
33652,06/02/2020,Montserrat,UK,10.0
33821,06/02/2020,Turks and Caicos Islands,UK,11.0
33391,06/02/2020,Alabama,US,0.0
33393,06/02/2020,Alaska,US,0.0
33415,06/02/2020,Arizona,US,0.0
33416,06/02/2020,Arkansas,US,0.0
33452,06/02/2020,California,US,0.0
33485,06/02/2020,Colorado,US,0.0
33486,06/02/2020,Connecticut,US,0.0
33494,06/02/2020,Delaware,US,0.0
33495,06/02/2020,Diamond Princess cruise ship,US,0.0
33496,06/02/2020,District of Columbia,US,0.0
33507,06/02/2020,Florida,US,0.0
33517,06/02/2020,Georgia,US,0.0
33522,06/02/2020,Grand Princess,US,0.0
33526,06/02/2020,Guam,US,0.0
33535,06/02/2020,Hawaii,US,0.0
33552,06/02/2020,Idaho,US,0.0
33553,06/02/2020,Illinois,US,0.0
33554,06/02/2020,Indiana,US,0.0
33557,06/02/2020,Iowa,US,0.0
33577,06/02/2020,Kansas,US,0.0
33581,06/02/2020,Kentucky,US,0.0
33615,06/02/2020,Louisiana,US,0.0
33624,06/02/2020,Maine,US,0.0
33630,06/02/2020,Maryland,US,0.0
33631,06/02/2020,Massachusetts,US,0.0
33641,06/02/2020,Michigan,US,0.0
33645,06/02/2020,Minnesota,US,0.0
33646,06/02/2020,Mississippi,US,0.0
33647,06/02/2020,Missouri,US,0.0
33651,06/02/2020,Montana,US,0.0
33667,06/02/2020,Nebraska,US,0.0
33669,06/02/2020,Nevada,US,0.0
33672,06/02/2020,New Hampshire,US,0.0
33673,06/02/2020,New Jersey,US,0.0
33674,06/02/2020,New Mexico,US,0.0
33676,06/02/2020,New York,US,0.0
33684,06/02/2020,North Carolina,US,0.0
33685,06/02/2020,North Dakota,US,0.0
33687,06/02/2020,Northern Mariana Islands,US,0.0
33698,06/02/2020,Ohio,US,0.0
33702,06/02/2020,Oklahoma,US,0.0
33705,06/02/2020,Oregon,US,0.0
33716,06/02/2020,Pennsylvania,US,0.0
33729,06/02/2020,Puerto Rico,US,0.0
33739,06/02/2020,Recovered,US,463868.0
33742,06/02/2020,Rhode Island,US,0.0
33789,06/02/2020,South Carolina,US,0.0
33790,06/02/2020,South Dakota,US,0.0
33803,06/02/2020,Tennessee,US,0.0
33805,06/02/2020,Texas,US,0.0
33836,06/02/2020,Utah,US,0.0
33843,06/02/2020,Vermont,US,0.0
33847,06/02/2020,Virgin Islands,US,0.0
33848,06/02/2020,Virginia,US,0.0
33855,06/02/2020,Washington,US,0.0
33856,06/02/2020,West Virginia,US,0.0
33858,06/02/2020,Wisconsin,US,0.0
33859,06/02/2020,Wyoming,US,0.0
33472,06/02/2020,Cherkasy Oblast,Ukraine,316.0
33473,06/02/2020,Chernihiv Oblast,Ukraine,63.0
33474,06/02/2020,Chernivtsi Oblast,Ukraine,980.0
33489,06/02/2020,Crimea Republic*,Ukraine,247.0
33498,06/02/2020,Dnipropetrovsk Oblast,Ukraine,266.0
33499,06/02/2020,Donetsk Oblast,Ukraine,94.0
33561,06/02/2020,Ivano-Frankivsk Oblast,Ukraine,843.0
33585,06/02/2020,Kharkiv Oblast,Ukraine,448.0
33586,06/02/2020,Kherson Oblast,Ukraine,161.0
33587,06/02/2020,Khmelnytskyi Oblast,Ukraine,245.0
33588,06/02/2020,Kiev,Ukraine,718.0
33589,06/02/2020,Kiev Oblast,Ukraine,399.0
33591,06/02/2020,Kirovohrad Oblast,Ukraine,403.0
33616,06/02/2020,Luhansk Oblast,Ukraine,40.0
33617,06/02/2020,Lviv Oblast,Ukraine,438.0
33660,06/02/2020,Mykolaiv Oblast,Ukraine,173.0
33697,06/02/2020,Odessa Oblast,Ukraine,225.0
33723,06/02/2020,Poltava Oblast,Ukraine,249.0
33747,06/02/2020,Rivne Oblast,Ukraine,960.0
33774,06/02/2020,Sevastopol*,Ukraine,136.0
33794,06/02/2020,Sumy Oblast,Ukraine,147.0
33804,06/02/2020,Ternopil Oblast,Ukraine,921.0
33846,06/02/2020,Vinnytsia Oblast,Ukraine,619.0
33852,06/02/2020,Volyn Oblast,Ukraine,264.0
33871,06/02/2020,Zakarpattia Oblast,Ukraine,410.0
33872,06/02/2020,Zaporizhia Oblast,Ukraine,253.0
33874,06/02/2020,Zhytomyr Oblast,Ukraine,443.0
34086,06/03/2020,Australian Capital Territory,Australia,104.0
34339,06/03/2020,New South Wales,Australia,2700.0
34352,06/03/2020,Northern Territory,Australia,29.0
34399,06/03/2020,Queensland,Australia,1046.0
34452,06/03/2020,South Australia,Australia,435.0
34465,06/03/2020,Tasmania,Australia,208.0
34509,06/03/2020,Victoria,Australia,1569.0
34521,06/03/2020,Western Australia,Australia,557.0
34049,06/03/2020,Acre,Brazil,0.0
34055,06/03/2020,Alagoas,Brazil,0.0
34060,06/03/2020,Amapa,Brazil,0.0
34061,06/03/2020,Amazonas,Brazil,0.0
34090,06/03/2020,Bahia,Brazil,0.0
34129,06/03/2020,Ceara,Brazil,0.0
34161,06/03/2020,Distrito Federal,Brazil,0.0
34167,06/03/2020,Espirito Santo,Brazil,0.0
34184,06/03/2020,Goias,Brazil,0.0
34290,06/03/2020,Maranhao,Brazil,0.0
34296,06/03/2020,Mato Grosso,Brazil,0.0
34297,06/03/2020,Mato Grosso do Sul,Brazil,0.0
34308,06/03/2020,Minas Gerais,Brazil,0.0
34376,06/03/2020,Para,Brazil,0.0
34377,06/03/2020,Paraiba,Brazil,0.0
34378,06/03/2020,Parana,Brazil,0.0
34383,06/03/2020,Pernambuco,Brazil,0.0
34384,06/03/2020,Piaui,Brazil,0.0
34407,06/03/2020,Rio Grande do Norte,Brazil,0.0
34408,06/03/2020,Rio Grande do Sul,Brazil,0.0
34409,06/03/2020,Rio de Janeiro,Brazil,0.0
34412,06/03/2020,Rondonia,Brazil,0.0
34413,06/03/2020,Roraima,Brazil,0.0
34430,06/03/2020,Santa Catarina,Brazil,0.0
34432,06/03/2020,Sao Paulo,Brazil,0.0
34437,06/03/2020,Sergipe,Brazil,0.0
34474,06/03/2020,Tocantins,Brazil,0.0
34493,06/03/2020,Unknown,Brazil,238617.0
34057,06/03/2020,Alberta,Canada,6587.0
34107,06/03/2020,British Columbia,Canada,2243.0
34158,06/03/2020,Diamond Princess cruise ship,Canada,0.0
34185,06/03/2020,Grand Princess,Canada,13.0
34289,06/03/2020,Manitoba,Canada,282.0
34334,06/03/2020,New Brunswick,Canada,120.0
34341,06/03/2020,Newfoundland and Labrador,Canada,256.0
34353,06/03/2020,Northwest Territories,Canada,5.0
34354,06/03/2020,Nova Scotia,Canada,993.0
34368,06/03/2020,Ontario,Canada,23269.0
34390,06/03/2020,Prince Edward Island,Canada,27.0
34398,06/03/2020,Quebec,Canada,17098.0
34435,06/03/2020,Saskatchewan,Canada,602.0
34531,06/03/2020,Yukon,Canada,11.0
34070,06/03/2020,Antofagasta,Chile,0.0
34075,06/03/2020,Araucania,Chile,0.0
34077,06/03/2020,Arica y Parinacota,Chile,0.0
34084,06/03/2020,Atacama,Chile,0.0
34088,06/03/2020,Aysen,Chile,0.0
34101,06/03/2020,Biobio,Chile,0.0
34150,06/03/2020,Coquimbo,Chile,0.0
34277,06/03/2020,Los Lagos,Chile,0.0
34278,06/03/2020,Los Rios,Chile,0.0
34286,06/03/2020,Magallanes,Chile,0.0
34298,06/03/2020,Maule,Chile,0.0
34303,06/03/2020,Metropolitana,Chile,0.0
34357,06/03/2020,Nuble,Chile,0.0
34359,06/03/2020,OHiggins,Chile,0.0
34464,06/03/2020,Tarapaca,Chile,0.0
34494,06/03/2020,Unknown,Chile,21605.0
34503,06/03/2020,Valparaiso,Chile,0.0
34062,06/03/2020,Amazonas,Colombia,469.0
34069,06/03/2020,Antioquia,Colombia,505.0
34074,06/03/2020,Arauca,Colombia,1.0
34085,06/03/2020,Atlantico,Colombia,1093.0
34102,06/03/2020,Bolivar,Colombia,717.0
34104,06/03/2020,Boyaca,Colombia,101.0
34114,06/03/2020,Caldas,Colombia,105.0
34121,06/03/2020,Capital District,Colombia,4115.0
34122,06/03/2020,Caqueta,Colombia,18.0
34123,06/03/2020,Casanare,Colombia,25.0
34127,06/03/2020,Cauca,Colombia,49.0
34130,06/03/2020,Cesar,Colombia,62.0
34141,06/03/2020,Choco,Colombia,47.0
34151,06/03/2020,Cordoba,Colombia,48.0
34153,06/03/2020,Cundinamarca,Colombia,320.0
34189,06/03/2020,Guainia,Colombia,0.0
34211,06/03/2020,Huila,Colombia,191.0
34265,06/03/2020,La Guajira,Colombia,27.0
