SNo,Date,Province/State,Country,Deaths
58928,07/07/2020,Sormland,Sweden,244.0
58934,07/07/2020,Stockholm,Sweden,2344.0
58982,07/07/2020,Uppsala,Sweden,232.0
58989,07/07/2020,Varmland,Sweden,69.0
58990,07/07/2020,Vasterbotten,Sweden,31.0
58991,07/07/2020,Vasternorrland,Sweden,117.0
58992,07/07/2020,Vastmanland,Sweden,170.0
58993,07/07/2020,Vastra Gotaland,Sweden,763.0
58492,07/07/2020,Anguilla,UK,0.0
58529,07/07/2020,Bermuda,UK,9.0
58539,07/07/2020,British Virgin Islands,UK,1.0
58559,07/07/2020,Cayman Islands,UK,1.0
58564,07/07/2020,Channel Islands,UK,47.0
58603,07/07/2020,England,UK,39815.0
58606,07/07/2020,Falkland Islands (Malvinas),UK,0.0
58620,07/07/2020,Gibraltar,UK,0.0
58671,07/07/2020,Isle of Man,UK,24.0
58778,07/07/2020,Montserrat,UK,1.0
58815,07/07/2020,Northern Ireland,UK,554.0
58909,07/07/2020,Scotland,UK,2488.0
58966,07/07/2020,Turks and Caicos Islands,UK,2.0
58981,07/07/2020,Unknown,UK,0.0
59009,07/07/2020,Wales,UK,1534.0
58477,07/07/2020,Alabama,US,1033.0
58479,07/07/2020,Alaska,US,17.0
58503,07/07/2020,Arizona,US,1927.0
58504,07/07/2020,Arkansas,US,301.0
58546,07/07/2020,California,US,6573.0
58581,07/07/2020,Colorado,US,1696.0
58582,07/07/2020,Connecticut,US,4338.0
58592,07/07/2020,Delaware,US,514.0
58595,07/07/2020,Diamond Princess cruise ship,US,0.0
58596,07/07/2020,District of Columbia,US,561.0
58608,07/07/2020,Florida,US,3841.0
58619,07/07/2020,Georgia,US,2899.0
58627,07/07/2020,Grand Princess,US,3.0
58631,07/07/2020,Guam,US,5.0
58644,07/07/2020,Hawaii,US,19.0
58662,07/07/2020,Idaho,US,94.0
58663,07/07/2020,Illinois,US,7273.0
58664,07/07/2020,Indiana,US,2717.0
58667,07/07/2020,Iowa,US,732.0
58693,07/07/2020,Kansas,US,289.0
58698,07/07/2020,Kentucky,US,602.0
58736,07/07/2020,Louisiana,US,3319.0
58747,07/07/2020,Maine,US,110.0
58754,07/07/2020,Maryland,US,3266.0
58755,07/07/2020,Massachusetts,US,8213.0
58766,07/07/2020,Michigan,US,6251.0
58770,07/07/2020,Minnesota,US,1514.0
58771,07/07/2020,Mississippi,US,1158.0
58772,07/07/2020,Missouri,US,1067.0
58777,07/07/2020,Montana,US,23.0
58794,07/07/2020,Nebraska,US,282.0
58796,07/07/2020,Nevada,US,548.0
58799,07/07/2020,New Hampshire,US,384.0
58800,07/07/2020,New Jersey,US,15281.0
58801,07/07/2020,New Mexico,US,519.0
58803,07/07/2020,New York,US,32243.0
58812,07/07/2020,North Carolina,US,1446.0
58813,07/07/2020,North Dakota,US,84.0
58816,07/07/2020,Northern Mariana Islands,US,2.0
58828,07/07/2020,Ohio,US,2970.0
58832,07/07/2020,Oklahoma,US,404.0
58836,07/07/2020,Oregon,US,220.0
58848,07/07/2020,Pennsylvania,US,6787.0
58862,07/07/2020,Puerto Rico,US,157.0
58875,07/07/2020,Recovered,US,0.0
58878,07/07/2020,Rhode Island,US,969.0
58930,07/07/2020,South Carolina,US,846.0
58931,07/07/2020,South Dakota,US,98.0
58947,07/07/2020,Tennessee,US,665.0
58949,07/07/2020,Texas,US,2778.0
58983,07/07/2020,Utah,US,194.0
58997,07/07/2020,Vermont,US,56.0
59001,07/07/2020,Virgin Islands,US,6.0
59002,07/07/2020,Virginia,US,1881.0
59010,07/07/2020,Washington,US,1384.0
59012,07/07/2020,West Virginia,US,95.0
59014,07/07/2020,Wisconsin,US,805.0
59015,07/07/2020,Wyoming,US,21.0
58567,07/07/2020,Cherkasy Oblast,Ukraine,26.0
58568,07/07/2020,Chernihiv Oblast,Ukraine,13.0
58569,07/07/2020,Chernivtsi Oblast,Ukraine,190.0
58585,07/07/2020,Crimea Republic*,Ukraine,11.0
58598,07/07/2020,Dnipropetrovsk Oblast,Ukraine,23.0
58599,07/07/2020,Donetsk Oblast,Ukraine,10.0
58672,07/07/2020,Ivano-Frankivsk Oblast,Ukraine,104.0
58703,07/07/2020,Kharkiv Oblast,Ukraine,94.0
58704,07/07/2020,Kherson Oblast,Ukraine,3.0
58705,07/07/2020,Khmelnytskyi Oblast,Ukraine,20.0
58707,07/07/2020,Kiev,Ukraine,119.0
58708,07/07/2020,Kiev Oblast,Ukraine,55.0
58710,07/07/2020,Kirovohrad Oblast,Ukraine,32.0
58737,07/07/2020,Luhansk Oblast,Ukraine,0.0
58738,07/07/2020,Lviv Oblast,Ukraine,164.0
58786,07/07/2020,Mykolaiv Oblast,Ukraine,11.0
58826,07/07/2020,Odessa Oblast,Ukraine,25.0
58855,07/07/2020,Poltava Oblast,Ukraine,13.0
58883,07/07/2020,Rivne Oblast,Ukraine,78.0
58911,07/07/2020,Sevastopol*,Ukraine,5.0
58936,07/07/2020,Sumy Oblast,Ukraine,5.0
58948,07/07/2020,Ternopil Oblast,Ukraine,31.0
59000,07/07/2020,Vinnytsia Oblast,Ukraine,32.0
59006,07/07/2020,Volyn Oblast,Ukraine,70.0
59027,07/07/2020,Zakarpattia Oblast,Ukraine,117.0
59028,07/07/2020,Zaporizhia Oblast,Ukraine,18.0
59030,07/07/2020,Zhytomyr Oblast,Ukraine,30.0
59242,07/08/2020,Australian Capital Territory,Australia,3.0
59531,07/08/2020,New South Wales,Australia,49.0
59546,07/08/2020,Northern Territory,Australia,0.0
59599,07/08/2020,Queensland,Australia,6.0
59658,07/08/2020,South Australia,Australia,4.0
59673,07/08/2020,Tasmania,Australia,13.0
59728,07/08/2020,Victoria,Australia,22.0
59742,07/08/2020,Western Australia,Australia,9.0
59201,07/08/2020,Acre,Brazil,404.0
59207,07/08/2020,Alagoas,Brazil,1213.0
59212,07/08/2020,Amapa,Brazil,462.0
59213,07/08/2020,Amazonas,Brazil,2967.0
59247,07/08/2020,Bahia,Brazil,2277.0
59289,07/08/2020,Ceara,Brazil,6665.0
59326,07/08/2020,Distrito Federal,Brazil,801.0
59333,07/08/2020,Espirito Santo,Brazil,1911.0
59353,07/08/2020,Goias,Brazil,733.0
59479,07/08/2020,Maranhao,Brazil,2324.0
59485,07/08/2020,Mato Grosso,Brazil,882.0
59486,07/08/2020,Mato Grosso do Sul,Brazil,134.0
59498,07/08/2020,Minas Gerais,Brazil,1355.0
59573,07/08/2020,Para,Brazil,5169.0
59574,07/08/2020,Paraiba,Brazil,1171.0
59575,07/08/2020,Parana,Brazil,895.0
59580,07/08/2020,Pernambuco,Brazil,5323.0
59581,07/08/2020,Piaui,Brazil,858.0
59608,07/08/2020,Rio Grande do Norte,Brazil,1326.0
59609,07/08/2020,Rio Grande do Sul,Brazil,825.0
59610,07/08/2020,Rio de Janeiro,Brazil,10970.0
59613,07/08/2020,Rondonia,Brazil,585.0
59614,07/08/2020,Roraima,Brazil,386.0
59631,07/08/2020,Santa Catarina,Brazil,432.0
59633,07/08/2020,Sao Paulo,Brazil,16788.0
59639,07/08/2020,Sergipe,Brazil,875.0
59683,07/08/2020,Tocantins,Brazil,233.0
59209,07/08/2020,Alberta,Canada,158.0
59267,07/08/2020,British Columbia,Canada,186.0
59323,07/08/2020,Diamond Princess cruise ship,Canada,1.0
59355,07/08/2020,Grand Princess,Canada,0.0
59478,07/08/2020,Manitoba,Canada,7.0
59526,07/08/2020,New Brunswick,Canada,2.0
59533,07/08/2020,Newfoundland and Labrador,Canada,3.0
59547,07/08/2020,Northwest Territories,Canada,0.0
59548,07/08/2020,Nova Scotia,Canada,63.0
59563,07/08/2020,Ontario,Canada,2748.0
59587,07/08/2020,Prince Edward Island,Canada,0.0
59598,07/08/2020,Quebec,Canada,5603.0
59636,07/08/2020,Saskatchewan,Canada,15.0
59752,07/08/2020,Yukon,Canada,0.0
59224,07/08/2020,Antofagasta,Chile,197.0
59229,07/08/2020,Araucania,Chile,46.0
59231,07/08/2020,Arica y Parinacota,Chile,24.0
59240,07/08/2020,Atacama,Chile,7.0
59244,07/08/2020,Aysen,Chile,0.0
59260,07/08/2020,Biobio,Chile,65.0
59312,07/08/2020,Coquimbo,Chile,27.0
59463,07/08/2020,Los Lagos,Chile,21.0
59464,07/08/2020,Los Rios,Chile,11.0
59473,07/08/2020,Magallanes,Chile,17.0
59487,07/08/2020,Maule,Chile,78.0
59493,07/08/2020,Metropolitana,Chile,5533.0
59551,07/08/2020,Nuble,Chile,35.0
59553,07/08/2020,OHiggins,Chile,104.0
59672,07/08/2020,Tarapaca,Chile,105.0
59703,07/08/2020,Unknown,Chile,0.0
59717,07/08/2020,Valparaiso,Chile,303.0
59214,07/08/2020,Amazonas,Colombia,99.0
59223,07/08/2020,Antioquia,Colombia,62.0
59228,07/08/2020,Arauca,Colombia,0.0
59241,07/08/2020,Atlantico,Colombia,1670.0
59262,07/08/2020,Bolivar,Colombia,440.0
59264,07/08/2020,Boyaca,Colombia,18.0
59274,07/08/2020,Caldas,Colombia,8.0
59281,07/08/2020,Capital District,Colombia,931.0
59282,07/08/2020,Caqueta,Colombia,2.0
59283,07/08/2020,Casanare,Colombia,0.0
59287,07/08/2020,Cauca,Colombia,22.0
59290,07/08/2020,Cesar,Colombia,34.0
59303,07/08/2020,Choco,Colombia,63.0
59313,07/08/2020,Cordoba,Colombia,92.0
59315,07/08/2020,Cundinamarca,Colombia,81.0
59359,07/08/2020,Guainia,Colombia,1.0
59364,07/08/2020,Guaviare,Colombia,0.0
59386,07/08/2020,Huila,Colombia,15.0
59450,07/08/2020,La Guajira,Colombia,34.0
59474,07/08/2020,Magdalena,Colombia,166.0
59492,07/08/2020,Meta,Colombia,19.0
59520,07/08/2020,Narino,Colombia,132.0
59540,07/08/2020,Norte de Santander,Colombia,22.0
59596,07/08/2020,Putumayo,Colombia,8.0
59601,07/08/2020,Quindio,Colombia,6.0
59611,07/08/2020,Risaralda,Colombia,19.0
59628,07/08/2020,San Andres y Providencia,Colombia,1.0
59632,07/08/2020,Santander,Colombia,21.0
59664,07/08/2020,Sucre,Colombia,111.0
59687,07/08/2020,Tolima,Colombia,29.0
59704,07/08/2020,Unknown,Colombia,0.0
59716,07/08/2020,Valle del Cauca,Colombia,499.0
59723,07/08/2020,Vaupes,Colombia,1.0
59727,07/08/2020,Vichada,Colombia,0.0
59336,07/08/2020,Faroe Islands,Denmark,0.0
59357,07/08/2020,Greenland,Denmark,0.0
59338,07/08/2020,French Guiana,France,22.0
59339,07/08/2020,French Polynesia,France,0.0
59358,07/08/2020,Guadeloupe,France,14.0
59482,07/08/2020,Martinique,France,14.0
59488,07/08/2020,Mayotte,France,34.0
59527,07/08/2020,New Caledonia,France,0.0
59605,07/08/2020,Reunion,France,3.0
59621,07/08/2020,Saint Barthelemy,France,0.0
59623,07/08/2020,Saint Pierre and Miquelon,France,0.0
59661,07/08/2020,St Martin,France,3.0
59246,07/08/2020,Baden-Wurttemberg,Germany,1838.0
59254,07/08/2020,Bayern,Germany,2607.0
59257,07/08/2020,Berlin,Germany,215.0
59265,07/08/2020,Brandenburg,Germany,172.0
59266,07/08/2020,Bremen,Germany,54.0
59371,07/08/2020,Hamburg,Germany,261.0
59377,07/08/2020,Hessen,Germany,512.0
59489,07/08/2020,Mecklenburg-Vorpommern,Germany,20.0
59534,07/08/2020,Niedersachsen,Germany,642.0
59538,07/08/2020,Nordrhein-Westfalen,Germany,1696.0
59606,07/08/2020,Rheinland-Pfalz,Germany,236.0
59617,07/08/2020,Saarland,Germany,174.0
59618,07/08/2020,Sachsen,Germany,224.0
59619,07/08/2020,Sachsen-Anhalt,Germany,60.0
59637,07/08/2020,Schleswig-Holstein,Germany,153.0
59679,07/08/2020,Thuringen,Germany,182.0
59705,07/08/2020,Unknown,Germany,0.0
59382,07/08/2020,Hong Kong,Hong Kong,7.0
59219,07/08/2020,Andaman and Nicobar Islands,India,0.0
59220,07/08/2020,Andhra Pradesh,India,264.0
59236,07/08/2020,Arunachal Pradesh,India,2.0
59237,07/08/2020,Assam,India,16.0
59259,07/08/2020,Bihar,India,107.0
59292,07/08/2020,Chandigarh,India,7.0
59299,07/08/2020,Chhattisgarh,India,14.0
59318,07/08/2020,Dadra and Nagar Haveli and Daman and Diu,India,0.0
59322,07/08/2020,Delhi,India,3213.0
59352,07/08/2020,Goa,India,8.0
59367,07/08/2020,Gujarat,India,1993.0
59372,07/08/2020,Haryana,India,282.0
59379,07/08/2020,Himachal Pradesh,India,11.0
59404,07/08/2020,Jammu and Kashmir,India,149.0
59407,07/08/2020,Jharkhand,India,22.0
59425,07/08/2020,Karnataka,India,470.0
59428,07/08/2020,Kerala,India,27.0
59453,07/08/2020,Ladakh,India,1.0
59469,07/08/2020,Madhya Pradesh,India,629.0
59475,07/08/2020,Maharashtra,India,9448.0
59477,07/08/2020,Manipur,India,0.0
59490,07/08/2020,Meghalaya,India,1.0
59504,07/08/2020,Mizoram,India,0.0
59516,07/08/2020,Nagaland,India,0.0
59556,07/08/2020,Odisha,India,48.0
59589,07/08/2020,Puducherry,India,14.0
59593,07/08/2020,Punjab,India,178.0
59603,07/08/2020,Rajasthan,India,482.0
59650,07/08/2020,Sikkim,India,0.0
59671,07/08/2020,Tamil Nadu,India,1700.0
59675,07/08/2020,Telangana,India,324.0
59692,07/08/2020,Tripura,India,1.0
59706,07/08/2020,Unknown,India,0.0
59713,07/08/2020,Uttar Pradesh,India,845.0
59714,07/08/2020,Uttarakhand,India,46.0
59740,07/08/2020,West Bengal,India,827.0
59200,07/08/2020,Abruzzo,Italy,464.0
59253,07/08/2020,Basilicata,Italy,27.0
59273,07/08/2020,Calabria,Italy,97.0
59277,07/08/2020,Campania,Italy,432.0
59331,07/08/2020,Emilia-Romagna,Italy,4269.0
59340,07/08/2020,Friuli Venezia Giulia,Italy,345.0
59455,07/08/2020,Lazio,Italy,842.0
59458,07/08/2020,Liguria,Italy,1558.0
59461,07/08/2020,Lombardia,Italy,16725.0
59480,07/08/2020,Marche,Italy,987.0
59505,07/08/2020,Molise,Italy,23.0
59570,07/08/2020,P.A. Bolzano,Italy,292.0
59571,07/08/2020,P.A. Trento,Italy,405.0
59582,07/08/2020,Piemonte,Italy,4107.0
59592,07/08/2020,Puglia,Italy,546.0
59635,07/08/2020,Sardegna,Italy,134.0
59649,07/08/2020,Sicilia,Italy,283.0
59689,07/08/2020,Toscana,Italy,1118.0
59702,07/08/2020,Umbria,Italy,80.0
59715,07/08/2020,Valle d'Aosta,Italy,146.0
59724,07/08/2020,Veneto,Italy,2034.0
59204,07/08/2020,Aichi,Japan,34.0
59205,07/08/2020,Akita,Japan,0.0
59225,07/08/2020,Aomori,Japan,1.0
59301,07/08/2020,Chiba,Japan,46.0
59330,07/08/2020,Ehime,Japan,5.0
59342,07/08/2020,Fukui,Japan,8.0
59343,07/08/2020,Fukuoka,Japan,33.0
59344,07/08/2020,Fukushima,Japan,0.0
59350,07/08/2020,Gifu,Japan,7.0
59368,07/08/2020,Gunma,Japan,19.0
59380,07/08/2020,Hiroshima,Japan,3.0
59381,07/08/2020,Hokkaido,Japan,101.0
59388,07/08/2020,Hyogo,Japan,45.0
59389,07/08/2020,Ibaraki,Japan,10.0
59398,07/08/2020,Ishikawa,Japan,27.0
59414,07/08/2020,Kagawa,Japan,0.0
59415,07/08/2020,Kagoshima,Japan,0.0
59421,07/08/2020,Kanagawa,Japan,97.0
59440,07/08/2020,Kochi,Japan,3.0
59446,07/08/2020,Kumamoto,Japan,3.0
59449,07/08/2020,Kyoto,Japan,18.0
59497,07/08/2020,Mie,Japan,1.0
59502,07/08/2020,Miyagi,Japan,1.0
59503,07/08/2020,Miyazaki,Japan,0.0
59517,07/08/2020,Nagano,Japan,0.0
59518,07/08/2020,Nagasaki,Japan,1.0
59519,07/08/2020,Nara,Japan,2.0
59535,07/08/2020,Niigata,Japan,0.0
59558,07/08/2020,Oita,Japan,1.0
59559,07/08/2020,Okayama,Japan,0.0
59560,07/08/2020,Okinawa,Japan,7.0
59568,07/08/2020,Osaka,Japan,86.0
59585,07/08/2020,Port Quarantine,Japan,1.0
59620,07/08/2020,Saga,Japan,0.0
59624,07/08/2020,Saitama,Japan,67.0
59645,07/08/2020,Shiga,Japan,1.0
59646,07/08/2020,Shimane,Japan,0.0
59647,07/08/2020,Shizuoka,Japan,1.0
59684,07/08/2020,Tochigi,Japan,0.0
59685,07/08/2020,Tokushima,Japan,1.0
59686,07/08/2020,Tokyo,Japan,325.0
59690,07/08/2020,Tottori,Japan,0.0
59691,07/08/2020,Toyama,Japan,22.0
59707,07/08/2020,Unknown,Japan,0.0
59737,07/08/2020,Wakayama,Japan,3.0
59746,07/08/2020,Yamagata,Japan,1.0
59747,07/08/2020,Yamaguchi,Japan,0.0
59749,07/08/2020,Yamanashi,Japan,1.0
59468,07/08/2020,Macau,Macau,0.0
59222,07/08/2020,Anhui,Mainland China,6.0
59255,07/08/2020,Beijing,Mainland China,9.0
59304,07/08/2020,Chongqing,Mainland China,6.0
59341,07/08/2020,Fujian,Mainland China,1.0
59346,07/08/2020,Gansu,Mainland China,2.0
59362,07/08/2020,Guangdong,Mainland China,8.0
59363,07/08/2020,Guangxi,Mainland China,2.0
59366,07/08/2020,Guizhou,Mainland China,2.0
59369,07/08/2020,Hainan,Mainland China,6.0
59374,07/08/2020,Hebei,Mainland China,6.0
59375,07/08/2020,Heilongjiang,Mainland China,13.0
59376,07/08/2020,Henan,Mainland China,22.0
59385,07/08/2020,Hubei,Mainland China,4512.0
59387,07/08/2020,Hunan,Mainland China,4.0
59395,07/08/2020,Inner Mongolia,Mainland China,1.0
59408,07/08/2020,Jiangsu,Mainland China,0.0
59409,07/08/2020,Jiangxi,Mainland China,1.0
59410,07/08/2020,Jilin,Mainland China,2.0
59457,07/08/2020,Liaoning,Mainland China,2.0
59536,07/08/2020,Ningxia,Mainland China,0.0
59597,07/08/2020,Qinghai,Mainland China,0.0
59641,07/08/2020,Shaanxi,Mainland China,3.0
59642,07/08/2020,Shandong,Mainland China,7.0
59643,07/08/2020,Shanghai,Mainland China,7.0
59644,07/08/2020,Shanxi,Mainland China,0.0
59648,07/08/2020,Sichuan,Mainland China,3.0
59680,07/08/2020,Tianjin,Mainland China,3.0
59681,07/08/2020,Tibet,Mainland China,0.0
59745,07/08/2020,Xinjiang,Mainland China,3.0
59753,07/08/2020,Yunnan,Mainland China,2.0
59758,07/08/2020,Zhejiang,Mainland China,1.0
59203,07/08/2020,Aguascalientes,Mexico,175.0
59248,07/08/2020,Baja California,Mexico,2189.0
59249,07/08/2020,Baja California Sur,Mexico,93.0
59278,07/08/2020,Campeche,Mexico,270.0
59300,07/08/2020,Chiapas,Mexico,685.0
59302,07/08/2020,Chihuahua,Mexico,697.0
59307,07/08/2020,Ciudad de Mexico,Mexico,7303.0
59308,07/08/2020,Coahuila,Mexico,318.0
59309,07/08/2020,Colima,Mexico,94.0
59329,07/08/2020,Durango,Mexico,166.0
59361,07/08/2020,Guanajuato,Mexico,473.0
59365,07/08/2020,Guerrero,Mexico,1022.0
59378,07/08/2020,Hidalgo,Mexico,754.0
59403,07/08/2020,Jalisco,Mexico,917.0
59494,07/08/2020,Mexico,Mexico,4985.0
59496,07/08/2020,Michoacan,Mexico,529.0
59510,07/08/2020,Morelos,Mexico,715.0
59522,07/08/2020,Nayarit,Mexico,229.0
59552,07/08/2020,Nuevo Leon,Mexico,466.0
59554,07/08/2020,Oaxaca,Mexico,668.0
59590,07/08/2020,Puebla,Mexico,1612.0
59600,07/08/2020,Queretaro,Mexico,349.0
59602,07/08/2020,Quintana Roo,Mexico,657.0
59629,07/08/2020,San Luis Potosi,Mexico,235.0
59651,07/08/2020,Sinaloa,Mexico,1508.0
59656,07/08/2020,Sonora,Mexico,960.0
59667,07/08/2020,Tabasco,Mexico,1271.0
59669,07/08/2020,Tamaulipas,Mexico,525.0
59682,07/08/2020,Tlaxcala,Mexico,420.0
59725,07/08/2020,Veracruz,Mexico,1844.0
59751,07/08/2020,Yucatan,Mexico,539.0
59755,07/08/2020,Zacatecas,Mexico,128.0
59235,07/08/2020,Aruba,Netherlands,3.0
59263,07/08/2020,"Bonaire, Sint Eustatius and Saba",Netherlands,0.0
59316,07/08/2020,Curacao,Netherlands,1.0
59653,07/08/2020,Sint Maarten,Netherlands,15.0
59245,07/08/2020,Azad Jammu and Kashmir,Pakistan,40.0
59251,07/08/2020,Balochistan,Pakistan,124.0
59351,07/08/2020,Gilgit-Baltistan,Pakistan,31.0
59399,07/08/2020,Islamabad,Pakistan,142.0
59435,07/08/2020,Khyber Pakhtunkhwa,Pakistan,1054.0
59594,07/08/2020,Punjab,Pakistan,1955.0
59652,07/08/2020,Sindh,Pakistan,1637.0
59215,07/08/2020,Amazonas,Peru,90.0
59217,07/08/2020,Ancash,Peru,527.0
59226,07/08/2020,Apurimac,Peru,21.0
59230,07/08/2020,Arequipa,Peru,343.0
59243,07/08/2020,Ayacucho,Peru,32.0
59272,07/08/2020,Cajamarca,Peru,114.0
59276,07/08/2020,Callao,Peru,683.0
59317,07/08/2020,Cusco,Peru,23.0
59383,07/08/2020,Huancavelica,Peru,19.0
59384,07/08/2020,Huanuco,Peru,89.0
59390,07/08/2020,Ica,Peru,561.0
59412,07/08/2020,Junin,Peru,189.0
59451,07/08/2020,La Libertad,Peru,725.0
59454,07/08/2020,Lambayeque,Peru,777.0
59459,07/08/2020,Lima,Peru,5156.0
59462,07/08/2020,Loreto,Peru,354.0
59470,07/08/2020,Madre de Dios,Peru,75.0
59508,07/08/2020,Moquegua,Peru,20.0
59576,07/08/2020,Pasco,Peru,25.0
59583,07/08/2020,Piura,Peru,809.0
59595,07/08/2020,Puno,Peru,33.0
59630,07/08/2020,San Martin,Peru,170.0
59668,07/08/2020,Tacna,Peru,10.0
59694,07/08/2020,Tumbes,Peru,127.0
59699,07/08/2020,Ucayali,Peru,161.0
59708,07/08/2020,Unknown,Peru,0.0
59202,07/08/2020,Adygea Republic,Russia,14.0
59210,07/08/2020,Altai Krai,Russia,49.0
59211,07/08/2020,Altai Republic,Russia,1.0
59216,07/08/2020,Amur Oblast,Russia,20.0
59234,07/08/2020,Arkhangelsk Oblast,Russia,81.0
59238,07/08/2020,Astrakhan Oblast,Russia,35.0
59252,07/08/2020,Bashkortostan Republic,Russia,19.0
59256,07/08/2020,Belgorod Oblast,Russia,42.0
59269,07/08/2020,Bryansk Oblast,Russia,35.0
59270,07/08/2020,Buryatia Republic,Russia,22.0
59294,07/08/2020,Chechen Republic,Russia,25.0
59295,07/08/2020,Chelyabinsk Oblast,Russia,88.0
59305,07/08/2020,Chukotka Autonomous Okrug,Russia,1.0
59306,07/08/2020,Chuvashia Republic,Russia,43.0
59319,07/08/2020,Dagestan Republic,Russia,400.0
59394,07/08/2020,Ingushetia Republic,Russia,71.0
59397,07/08/2020,Irkutsk Oblast,Russia,82.0
59402,07/08/2020,Ivanovo Oblast,Russia,51.0
59406,07/08/2020,Jewish Autonomous Okrug,Russia,6.0
59413,07/08/2020,Kabardino-Balkarian Republic,Russia,60.0
59416,07/08/2020,Kaliningrad Oblast,Russia,40.0
59418,07/08/2020,Kalmykia Republic,Russia,26.0
59419,07/08/2020,Kaluga Oblast,Russia,48.0
59420,07/08/2020,Kamchatka Krai,Russia,28.0
59423,07/08/2020,Karachay-Cherkess Republic,Russia,15.0
59424,07/08/2020,Karelia Republic,Russia,3.0
59426,07/08/2020,Kemerovo Oblast,Russia,10.0
59429,07/08/2020,Khabarovsk Krai,Russia,34.0
59430,07/08/2020,Khakassia Republic,Russia,19.0
59431,07/08/2020,Khanty-Mansi Autonomous Okrug,Russia,78.0
59438,07/08/2020,Kirov Oblast,Russia,42.0
59441,07/08/2020,Komi Republic,Russia,35.0
59442,07/08/2020,Kostroma Oblast,Russia,22.0
59443,07/08/2020,Krasnodar Krai,Russia,83.0
59444,07/08/2020,Krasnoyarsk Krai,Russia,181.0
59447,07/08/2020,Kurgan Oblast,Russia,1.0
59448,07/08/2020,Kursk Oblast,Russia,43.0
59456,07/08/2020,Leningrad Oblast,Russia,35.0
59460,07/08/2020,Lipetsk Oblast,Russia,19.0
59472,07/08/2020,Magadan Oblast,Russia,4.0
59481,07/08/2020,Mari El Republic,Russia,24.0
59509,07/08/2020,Mordovia Republic,Russia,27.0
59511,07/08/2020,Moscow,Russia,4027.0
59512,07/08/2020,Moscow Oblast,Russia,970.0
59514,07/08/2020,Murmansk Oblast,Russia,21.0
59524,07/08/2020,Nenets Autonomous Okrug,Russia,0.0
59537,07/08/2020,Nizhny Novgorod Oblast,Russia,275.0
59543,07/08/2020,North Ossetia - Alania Republic,Russia,67.0
59549,07/08/2020,Novgorod Oblast,Russia,28.0
59550,07/08/2020,Novosibirsk Oblast,Russia,124.0
59562,07/08/2020,Omsk Oblast,Russia,38.0
59566,07/08/2020,Orel Oblast,Russia,73.0
59567,07/08/2020,Orenburg Oblast,Russia,23.0
59578,07/08/2020,Penza Oblast,Russia,54.0
59579,07/08/2020,Perm Krai,Russia,91.0
59586,07/08/2020,Primorsky Krai,Russia,55.0
59588,07/08/2020,Pskov Oblast,Russia,31.0
59615,07/08/2020,Rostov Oblast,Russia,149.0
59616,07/08/2020,Ryazan Oblast,Russia,21.0
59622,07/08/2020,Saint Petersburg,Russia,1484.0
59625,07/08/2020,Sakha (Yakutiya) Republic,Russia,34.0
59626,07/08/2020,Sakhalin Oblast,Russia,0.0
59627,07/08/2020,Samara Oblast,Russia,59.0
59634,07/08/2020,Saratov Oblast,Russia,47.0
59655,07/08/2020,Smolensk Oblast,Russia,72.0
59662,07/08/2020,Stavropol Krai,Russia,109.0
59666,07/08/2020,Sverdlovsk Oblast,Russia,141.0
59670,07/08/2020,Tambov Oblast,Russia,19.0
59674,07/08/2020,Tatarstan Republic,Russia,14.0
59688,07/08/2020,Tomsk Oblast,Russia,21.0
59693,07/08/2020,Tula Oblast,Russia,137.0
59696,07/08/2020,Tver Oblast,Russia,88.0
59697,07/08/2020,Tyumen Oblast,Russia,18.0
59698,07/08/2020,Tyva Republic,Russia,25.0
59700,07/08/2020,Udmurt Republic,Russia,17.0
59701,07/08/2020,Ulyanovsk Oblast,Russia,49.0
59732,07/08/2020,Vladimir Oblast,Russia,81.0
59733,07/08/2020,Volgograd Oblast,Russia,45.0
59734,07/08/2020,Vologda Oblast,Russia,17.0
59736,07/08/2020,Voronezh Oblast,Russia,51.0
59748,07/08/2020,Yamalo-Nenets Autonomous Okrug,Russia,47.0
59750,07/08/2020,Yaroslavl Oblast,Russia,22.0
59754,07/08/2020,Zabaykalsky Krai,Russia,44.0
59218,07/08/2020,Andalusia,Spain,1434.0
59227,07/08/2020,Aragon,Spain,913.0
59239,07/08/2020,Asturias,Spain,334.0
59250,07/08/2020,Baleares,Spain,224.0
59271,07/08/2020,C. Valenciana,Spain,1432.0
59279,07/08/2020,Canarias,Spain,162.0
59280,07/08/2020,Cantabria,Spain,216.0
59284,07/08/2020,Castilla - La Mancha,Spain,3029.0
59285,07/08/2020,Castilla y Leon,Spain,2788.0
59286,07/08/2020,Catalonia,Spain,5675.0
59291,07/08/2020,Ceuta,Spain,4.0
59334,07/08/2020,Extremadura,Spain,519.0
59345,07/08/2020,Galicia,Spain,619.0
59452,07/08/2020,La Rioja,Spain,366.0
59471,07/08/2020,Madrid,Spain,8441.0
59491,07/08/2020,Melilla,Spain,2.0
59513,07/08/2020,Murcia,Spain,148.0
59521,07/08/2020,Navarra,Spain,528.0
59572,07/08/2020,Pais Vasco,Spain,1562.0
59709,07/08/2020,Unknown,Spain,0.0
59261,07/08/2020,Blekinge,Sweden,14.0
59320,07/08/2020,Dalarna,Sweden,159.0
59347,07/08/2020,Gavleborg,Sweden,139.0
